Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
ZNF37BP	10q11.21	8.07	7.83	0.90	0.88	0.24	0.0744	0.315	(A) Black or African American
NYAP1	7q22.1	3.24	2.88	1.35	1.21	0.36	0.0744	0.315	(A) Black or African American
TMC1	9q21.13	0.61	0.80	0.68	0.94	-0.19	0.0744	0.315	(B) White
TMEM255B	13q34	5.79	5.53	0.95	1.00	0.26	0.0745	0.315	(A) Black or African American
EPO	7q22.1	0.95	0.71	0.93	0.78	0.24	0.0745	0.315	(A) Black or African American
GABRR3	3q11.2	0.02	0.06	0.10	0.28	-0.04	0.0745	0.315	(B) White
THBS2	6q27	11.13	11.46	1.18	1.56	-0.33	0.0746	0.315	(B) White
YAE1	7p14.1	7.88	7.68	0.75	0.62	0.20	0.0746	0.315	(A) Black or African American
GAPDHS	19q13.12	1.58	1.36	0.83	0.84	0.22	0.0746	0.315	(A) Black or African American
PDHA1	Xp22.12	10.36	10.20	0.62	0.44	0.16	0.0746	0.315	(A) Black or African American
MAPK12	22q13.33	7.75	7.44	1.17	1.09	0.31	0.0747	0.316	(A) Black or African American
MAPK13	6p21.31	10.66	10.78	0.45	0.66	-0.13	0.0748	0.316	(B) White
ASNS	7q21.3	9.60	9.34	0.98	0.96	0.26	0.0748	0.316	(A) Black or African American
OAS3	12q24.13	10.87	11.11	0.86	1.07	-0.24	0.0748	0.316	(B) White
THAP2	12q21.1	6.55	6.74	0.73	0.68	-0.19	0.0748	0.316	(B) White
ARL14	3q25.33	2.49	3.04	1.98	2.61	-0.55	0.0748	0.316	(B) White
MYCNOS	2p24.3	0.80	0.48	1.19	0.93	0.31	0.0748	0.316	(A) Black or African American
RNASEH2B	13q14.3	8.62	8.78	0.59	0.52	-0.16	0.0749	0.316	(B) White
PRDM5	4q27	4.90	5.28	1.46	1.02	-0.38	0.0749	0.316	(B) White
MIIP	1p36.22	9.14	8.96	0.65	0.63	0.17	0.0749	0.316	(A) Black or African American
UCP2	11q13.4	11.87	11.64	0.84	0.90	0.23	0.0749	0.316	(A) Black or African American
KRTCAP2	1q22	11.35	11.16	0.74	0.70	0.20	0.0750	0.316	(A) Black or African American
CXCR1	2q35	3.06	3.47	1.52	1.60	-0.41	0.0750	0.316	(B) White
IL11	19q13.42	4.43	4.03	1.46	1.65	0.40	0.0750	0.316	(A) Black or African American
CTDSPL2	15q15.3-q21.1	8.99	9.16	0.64	0.51	-0.17	0.0751	0.316	(B) White
EPC2	2q23.1	9.04	9.18	0.57	0.45	-0.15	0.0751	0.316	(B) White
PIAS1	15q23	8.26	8.39	0.50	0.45	-0.13	0.0751	0.316	(B) White
SPTSSB	3q26.1	3.61	4.27	2.45	2.83	-0.67	0.0752	0.317	(B) White
DNAH7	2q32.3	5.23	4.77	1.72	1.69	0.46	0.0753	0.317	(A) Black or African American
NRSN2	20p13	9.86	9.70	0.57	0.69	0.16	0.0754	0.317	(A) Black or African American
NEK8	17q11.2	7.39	7.16	0.85	0.78	0.22	0.0754	0.317	(A) Black or African American
ZNF430	19p12	6.51	6.74	0.90	0.78	-0.24	0.0754	0.317	(B) White
SLCO1B3	12p12.2	2.56	3.38	3.04	3.35	-0.82	0.0754	0.317	(B) White
GPR61	1p13.3	0.75	0.54	0.81	0.62	0.21	0.0754	0.317	(A) Black or African American
CWF19L1	10q24.31	8.83	8.96	0.50	0.52	-0.13	0.0754	0.317	(B) White
TEKT3	17p12	2.95	2.53	1.58	1.42	0.42	0.0754	0.317	(A) Black or African American
KNCN	1p33	0.56	0.31	0.96	0.64	0.25	0.0755	0.317	(A) Black or African American
TMEM30A	6q14.1	12.20	12.36	0.60	0.61	-0.16	0.0755	0.317	(B) White
TERT	5p15.33	3.17	2.66	1.93	1.71	0.51	0.0755	0.317	(A) Black or African American
LINC01226	1p35.2	1.81	1.44	1.37	1.45	0.37	0.0756	0.317	(A) Black or African American
MYO1A	12q13.3	2.07	2.45	1.35	1.94	-0.38	0.0756	0.317	(B) White
MAMSTR	19q13.33	4.89	4.53	1.36	1.21	0.36	0.0756	0.317	(A) Black or African American
CYP46A1	14q32.2	4.11	3.76	1.29	1.17	0.34	0.0756	0.317	(A) Black or African American
SDF4	1p36.33	11.80	11.69	0.41	0.49	0.11	0.0756	0.317	(A) Black or African American
CLEC2L	7q34	1.89	1.31	2.19	1.72	0.57	0.0757	0.317	(A) Black or African American
ADGRB2	1p35.2	6.77	6.35	1.58	1.51	0.42	0.0757	0.318	(A) Black or African American
HCN3	1q22	6.99	6.71	1.09	1.00	0.29	0.0757	0.318	(A) Black or African American
HIBCH	2q32.2	8.71	8.85	0.53	0.58	-0.14	0.0757	0.318	(B) White
SERINC5	5q14.1	6.88	7.21	1.23	1.22	-0.33	0.0757	0.318	(B) White
WNT1	12q13.12	2.27	1.88	1.51	1.13	0.39	0.0758	0.318	(A) Black or African American
RAE1	20q13.31	9.43	9.30	0.48	0.55	0.13	0.0758	0.318	(A) Black or African American
CYFIP2	5q33.3	9.40	9.73	1.26	1.11	-0.33	0.0758	0.318	(B) White
MGC12916	17p12	3.65	3.34	1.17	1.09	0.31	0.0758	0.318	(A) Black or African American
TXLNB	6q24.1	5.28	4.91	1.40	1.33	0.37	0.0759	0.318	(A) Black or African American
OGDHL	10q11.23	4.42	3.75	2.52	2.47	0.67	0.0759	0.318	(A) Black or African American
PTTG1IP	21q22.3	12.91	13.06	0.55	0.55	-0.15	0.0759	0.318	(B) White
GOLGA6L9	15q25.2	7.46	7.16	1.08	1.21	0.29	0.0760	0.318	(A) Black or African American
RPS6KB1	17q23.1	9.59	9.71	0.46	0.49	-0.12	0.0760	0.318	(B) White
COX7A2	6q14.1	10.82	10.64	0.69	0.73	0.18	0.0760	0.318	(A) Black or African American
SUZ12	17q11.2	9.89	10.02	0.50	0.55	-0.14	0.0760	0.318	(B) White
APAF1	12q23.1	8.93	9.11	0.67	0.47	-0.17	0.0761	0.318	(B) White
PTPRD	9p24.1-p23	6.19	6.58	1.48	1.32	-0.39	0.0761	0.318	(B) White
SLC5A3	21q22.11	9.68	9.95	1.03	0.94	-0.27	0.0761	0.318	(B) White
EID3	12q23.3	5.27	4.90	1.44	1.02	0.37	0.0761	0.318	(A) Black or African American
KCNK12	2p16.3	2.94	2.44	1.91	1.68	0.50	0.0762	0.318	(A) Black or African American
CALR3	19p13.11	0.83	0.59	0.91	0.80	0.24	0.0762	0.318	(A) Black or African American
SNORA3A	11p15.4	0.10	0.04	0.25	0.17	0.07	0.0762	0.318	(A) Black or African American
GLI1	12q13.3	4.37	4.76	1.44	1.50	-0.39	0.0762	0.318	(B) White
GRID2IP	7p22.1	4.84	4.54	1.09	1.19	0.29	0.0763	0.318	(A) Black or African American
HAPLN2	1q23.1	0.94	0.71	0.90	0.71	0.24	0.0763	0.319	(A) Black or African American
MTUS1	8p22	11.33	11.62	1.07	1.02	-0.28	0.0764	0.319	(B) White
SLC12A9	7q22.1	10.30	10.10	0.76	0.64	0.20	0.0764	0.319	(A) Black or African American
PBX2	6p21.32	10.45	10.56	0.40	0.52	-0.11	0.0764	0.319	(B) White
EFHC1	6p12.2	8.33	8.07	0.97	0.95	0.26	0.0765	0.319	(A) Black or African American
POU5F1B	8q24.21	3.06	3.40	1.28	1.43	-0.34	0.0765	0.319	(B) White
APPL2	12q23.3	9.26	9.42	0.57	0.54	-0.15	0.0765	0.319	(B) White
DDX21	10q22.1	10.48	10.73	0.96	0.78	-0.25	0.0766	0.319	(B) White
LINC00479	21q22.3	1.32	0.94	1.47	1.06	0.38	0.0766	0.319	(A) Black or African American
RNF40	16p11.2	11.42	11.28	0.55	0.46	0.14	0.0766	0.319	(A) Black or African American
ANKRD26P3	13q12.11	0.33	0.17	0.63	0.37	0.16	0.0766	0.319	(A) Black or African American
UHRF1BP1L	12q23.1	8.35	8.52	0.65	0.51	-0.17	0.0766	0.319	(B) White
CD68	17p13.1	11.77	12.04	1.02	1.01	-0.27	0.0766	0.319	(B) White
NANOS3	19p13.12	2.63	2.27	1.35	1.10	0.35	0.0767	0.319	(A) Black or African American
KRTAP10-3	21q22.3	0.07	0.01	0.23	0.09	0.06	0.0767	0.319	(A) Black or African American
MRPL47	3q26.33	9.30	9.12	0.70	0.61	0.18	0.0767	0.319	(A) Black or African American
CDK16	Xp11.3	11.22	11.05	0.65	0.52	0.17	0.0767	0.319	(A) Black or African American
NEURL2	20q13.12	4.86	4.69	0.65	0.79	0.18	0.0767	0.319	(A) Black or African American
SLC2A4	17p13.1	3.82	3.52	1.12	1.10	0.30	0.0767	0.319	(A) Black or African American
CENPJ	13q12.12-q12.13	7.59	7.39	0.72	0.75	0.19	0.0767	0.319	(A) Black or African American
EEPD1	7p14.2	7.67	7.43	0.91	0.89	0.24	0.0768	0.319	(A) Black or African American
UCA1	19p13.12	2.73	3.35	2.30	2.70	-0.62	0.0768	0.319	(B) White
HSPA4	5q31.1	10.91	11.06	0.55	0.46	-0.14	0.0768	0.319	(B) White
MT1F	16q13	7.08	6.78	1.10	1.21	0.30	0.0769	0.319	(A) Black or African American
GFAP	17q21.31	3.41	2.90	1.92	1.84	0.51	0.0769	0.319	(A) Black or African American
MACO1	1p36.11|1p36.11	9.74	9.86	0.42	0.47	-0.11	0.0769	0.319	(B) White
ABI1	10p12.1	10.44	10.55	0.41	0.37	-0.11	0.0769	0.319	(B) White
WNT7A	3p25.1	2.82	3.49	2.52	2.33	-0.67	0.0769	0.319	(B) White
FBRS	16p11.2	10.82	10.66	0.60	0.50	0.16	0.0769	0.319	(A) Black or African American
YWHAZ	8q22.3	14.21	14.35	0.51	0.57	-0.14	0.0769	0.319	(B) White
RDH13	19q13.42	7.93	7.72	0.80	0.75	0.21	0.0770	0.319	(A) Black or African American
SPHAR	1q42.13	6.53	6.67	0.52	0.67	-0.14	0.0770	0.319	(B) White
EPM2A	6q24.3	6.06	6.22	0.61	0.62	-0.16	0.0770	0.319	(B) White
METAP1D	2q31.1	5.70	5.47	0.85	0.79	0.22	0.0770	0.319	(A) Black or African American
LOC284798	20p11.21	1.88	1.40	1.82	1.50	0.47	0.0771	0.319	(A) Black or African American
TEX45	19p13.2	2.46	2.02	1.71	1.52	0.45	0.0771	0.319	(A) Black or African American
MUCL3	6p21.33	5.26	5.81	1.96	2.79	-0.55	0.0771	0.319	(B) White
MLF1	3q25.32	8.97	8.74	0.81	1.04	0.22	0.0771	0.319	(A) Black or African American
CFAP53	18q21.1	5.05	4.61	1.66	1.58	0.44	0.0771	0.319	(A) Black or African American
ATG16L2	11q13.4	8.64	8.31	1.24	1.13	0.33	0.0772	0.320	(A) Black or African American
GRAMD4	22q13.31	10.53	10.31	0.83	0.82	0.22	0.0772	0.320	(A) Black or African American
FLRT3	20p12.1	8.67	9.14	1.80	1.70	-0.47	0.0773	0.320	(B) White
MRPL18	6q25.3	9.84	9.69	0.55	0.52	0.15	0.0773	0.320	(A) Black or African American
RHAG	6p12.3	0.03	0.09	0.12	0.52	-0.06	0.0774	0.320	(B) White
HES6	2q37.3	8.37	7.93	1.70	1.63	0.45	0.0774	0.320	(A) Black or African American
AMIGO3	3p21.31	6.75	6.54	0.79	0.78	0.21	0.0774	0.320	(A) Black or African American
FAM110D	1p36.11	4.55	4.29	0.99	1.00	0.26	0.0774	0.320	(A) Black or African American
CCDC38	12q23.1	0.22	0.10	0.48	0.27	0.12	0.0774	0.320	(A) Black or African American
PFKM	12q13.11	9.82	9.61	0.83	0.67	0.21	0.0774	0.320	(A) Black or African American
FCAMR	1q32.1	2.75	2.30	1.73	1.57	0.45	0.0774	0.320	(A) Black or African American
AXDND1	1q25.2	1.29	1.04	0.91	1.02	0.24	0.0774	0.320	(A) Black or African American
NDUFB9	8q24.13	11.49	11.28	0.79	0.74	0.21	0.0775	0.320	(A) Black or African American
GATA6	18q11.2	7.40	7.74	1.32	1.29	-0.35	0.0776	0.320	(B) White
KLHL22	22q11.21	8.97	8.80	0.62	0.53	0.16	0.0776	0.320	(A) Black or African American
PLCL2	3p24.3	7.06	7.32	0.99	0.98	-0.26	0.0777	0.320	(B) White
PPM1E	17q22	4.73	4.32	1.55	1.64	0.41	0.0777	0.320	(A) Black or African American
AEBP2	12p12.3	9.36	9.55	0.71	0.54	-0.18	0.0777	0.320	(B) White
BRCC3	Xq28	9.09	9.23	0.55	0.54	-0.15	0.0777	0.320	(B) White
STK35	20p13	10.20	10.04	0.58	0.55	0.15	0.0777	0.320	(A) Black or African American
MT1E	16q13	9.33	8.91	1.62	1.58	0.43	0.0778	0.321	(A) Black or African American
HEATR4	14q24.3	2.76	2.44	1.21	1.21	0.32	0.0778	0.321	(A) Black or African American
SOX13	1q32.1	8.89	9.19	1.16	0.98	-0.30	0.0778	0.321	(B) White
SH3BGRL	Xq21.1	10.75	10.96	0.79	0.66	-0.21	0.0778	0.321	(B) White
HCK	20q11.21	8.81	9.11	1.13	1.26	-0.30	0.0778	0.321	(B) White
TSPYL2	Xp11.22	9.37	9.17	0.79	0.77	0.21	0.0779	0.321	(A) Black or African American
NME4	16p13.3	10.87	10.65	0.86	0.78	0.23	0.0779	0.321	(A) Black or African American
ACAD9	3q21.3	9.76	9.60	0.63	0.41	0.16	0.0779	0.321	(A) Black or African American
LINC01587	4p16.2	1.56	1.13	1.67	1.39	0.43	0.0779	0.321	(A) Black or African American
TRPT1	11q13.1	8.70	8.52	0.68	0.58	0.18	0.0779	0.321	(A) Black or African American
KLHL23	2q31.1	7.02	7.32	1.14	0.98	-0.30	0.0780	0.321	(B) White
CYP4F35P	18p11.21	3.76	3.33	1.63	1.68	0.43	0.0781	0.321	(A) Black or African American
TXNDC16	14q22.1	7.53	7.75	0.82	0.85	-0.22	0.0781	0.321	(B) White
AMD1	6q21	10.57	10.71	0.53	0.46	-0.14	0.0781	0.321	(B) White
FBXO31	16q24.2	9.15	9.01	0.51	0.45	0.13	0.0781	0.321	(A) Black or African American
ABHD8	19p13.11	8.33	8.17	0.62	0.64	0.16	0.0781	0.321	(A) Black or African American
FNBP4	11p11.2	10.29	10.13	0.61	0.61	0.16	0.0781	0.321	(A) Black or African American
KLC3	19q13.32	6.65	6.20	1.69	1.70	0.45	0.0781	0.321	(A) Black or African American
INSYN2B	5q35.1	1.77	2.12	1.29	1.26	-0.34	0.0782	0.321	(B) White
PTPRG	3p14.2	8.37	8.71	1.30	1.10	-0.34	0.0782	0.321	(B) White
ZNF204P	6p22.1	7.22	7.57	1.33	1.32	-0.35	0.0782	0.321	(B) White
RBX1	22q13.2	10.13	9.97	0.58	0.64	0.15	0.0782	0.321	(A) Black or African American
SNORA71B	20q11.23	0.15	0.07	0.31	0.22	0.08	0.0782	0.321	(A) Black or African American
GGT3P	22q11.21	6.43	5.99	1.65	1.49	0.43	0.0783	0.321	(A) Black or African American
AK8	9q34.13	5.51	5.16	1.29	1.38	0.34	0.0783	0.321	(A) Black or African American
TMEM207	3q28	0.12	0.25	0.43	0.79	-0.13	0.0783	0.321	(B) White
LHX2	9q33.3	2.59	2.07	2.00	1.78	0.52	0.0784	0.321	(A) Black or African American
ARMCX6	Xq22.1	7.72	7.56	0.57	0.63	0.15	0.0784	0.321	(A) Black or African American
XRCC1	19q13.31	9.62	9.48	0.54	0.48	0.14	0.0785	0.322	(A) Black or African American
PLBD2	12q24.13	9.55	9.70	0.55	0.65	-0.15	0.0785	0.322	(B) White
TRIP11	14q32.12	9.34	9.51	0.65	0.59	-0.17	0.0785	0.322	(B) White
ICA1L	2q33.2	6.36	6.08	1.10	0.95	0.29	0.0786	0.322	(A) Black or African American
PRKACG	9q21.11	0.06	0.11	0.19	0.27	-0.05	0.0786	0.322	(B) White
BICDL2	16p13.3	9.07	8.76	1.16	1.32	0.31	0.0787	0.322	(A) Black or African American
N4BP1	16q12.1	10.30	10.41	0.44	0.46	-0.12	0.0788	0.323	(B) White
UCP3	11q13.4	4.73	4.41	1.24	0.95	0.32	0.0788	0.323	(A) Black or African American
SNRNP35	12q24.31	8.62	8.49	0.47	0.48	0.12	0.0789	0.323	(A) Black or African American
LIX1L	1q21.1	8.72	8.94	0.83	0.82	-0.22	0.0790	0.323	(B) White
GOLGA2P5	12q23.1	7.63	7.29	1.32	1.30	0.35	0.0790	0.323	(A) Black or African American
ANGPTL8	19p13.2	0.71	0.55	0.62	0.75	0.17	0.0791	0.323	(A) Black or African American
RECK	9p13.3	7.21	7.48	1.04	0.90	-0.27	0.0791	0.323	(B) White
RASSF3	12q14.2	7.63	7.88	0.98	0.86	-0.25	0.0791	0.323	(B) White
CDC42EP4	17q25.1	10.25	10.45	0.76	0.70	-0.20	0.0791	0.323	(B) White
CXCL16	17p13.2	11.17	11.38	0.83	0.81	-0.22	0.0791	0.323	(B) White
FNDC11	20q13.33	3.39	3.00	1.49	1.50	0.39	0.0791	0.323	(A) Black or African American
INGX	Xq13.1	1.43	1.16	1.06	0.92	0.28	0.0792	0.323	(A) Black or African American
NOVA2	19q13.32	5.04	4.78	0.98	0.97	0.26	0.0792	0.323	(A) Black or African American
SPIRE2	16q24.3	8.39	8.10	1.08	1.22	0.29	0.0792	0.323	(A) Black or African American
SLC27A3	1q21.3	8.90	9.13	0.88	0.86	-0.23	0.0792	0.323	(B) White
SNAI3	16q24.2	5.50	5.25	0.95	0.96	0.25	0.0793	0.323	(A) Black or African American
EAF2	3q13.33	6.42	6.20	0.83	0.82	0.22	0.0793	0.324	(A) Black or African American
PLEKHA2	8p11.22	9.48	9.69	0.80	0.78	-0.21	0.0793	0.324	(B) White
CBLIF	11q12.1	0.07	0.15	0.22	0.75	-0.09	0.0794	0.324	(B) White
RPS16	19q13.2	14.04	13.81	0.86	0.79	0.22	0.0794	0.324	(A) Black or African American
DENND1A	9q33.3	9.21	9.00	0.82	0.77	0.22	0.0794	0.324	(A) Black or African American
IQGAP2	5q13.3	8.03	8.38	1.36	1.27	-0.36	0.0794	0.324	(B) White
GCSH	16q23.2	3.96	3.62	1.30	1.27	0.34	0.0796	0.324	(A) Black or African American
SERTAD4	1q32.2	6.07	6.53	1.76	1.58	-0.46	0.0796	0.324	(B) White
AIP	11q13.2	10.38	10.24	0.52	0.54	0.14	0.0796	0.324	(A) Black or African American
ADH1A	4q23	2.03	2.49	1.78	1.70	-0.47	0.0797	0.324	(B) White
NTMT1	9q34.11	8.91	8.76	0.55	0.56	0.15	0.0799	0.325	(A) Black or African American
SNRPD3	22q11.23	10.60	10.48	0.47	0.46	0.12	0.0799	0.325	(A) Black or African American
UBE3A	15q11.2	10.33	10.45	0.49	0.43	-0.13	0.0799	0.325	(B) White
SYMPK	19q13.32	11.06	10.92	0.52	0.52	0.14	0.0800	0.325	(A) Black or African American
OXA1L	14q11.2	11.20	11.07	0.50	0.42	0.13	0.0800	0.326	(A) Black or African American
ARHGEF25	12q13.3	7.82	7.53	1.14	0.94	0.29	0.0801	0.326	(A) Black or African American
LAMC3	9q34.12	7.49	7.89	1.52	1.43	-0.40	0.0802	0.326	(B) White
DRC3	17p11.2	5.48	5.00	1.85	1.61	0.48	0.0802	0.326	(A) Black or African American
RAB32	6q24.3	8.46	8.68	0.86	0.85	-0.23	0.0803	0.326	(B) White
DEFA4	8p23.1	0.13	0.22	0.32	0.56	-0.09	0.0803	0.326	(B) White
PRR19	19q13.2	5.46	5.22	0.92	0.97	0.24	0.0803	0.326	(A) Black or African American
DCAF10	9p13.2	9.45	9.59	0.53	0.51	-0.14	0.0803	0.326	(B) White
ACTBL2	5q11.2	2.04	2.43	1.49	1.58	-0.39	0.0804	0.326	(B) White
RBFA	18q23	8.50	8.31	0.74	0.57	0.19	0.0804	0.326	(A) Black or African American
SAMD4A	14q22.2	8.51	8.81	1.14	1.08	-0.30	0.0804	0.326	(B) White
CCDC86	11q12.2	9.29	9.14	0.55	0.59	0.15	0.0804	0.326	(A) Black or African American
CEP250	20q11.22	9.94	9.73	0.77	0.76	0.20	0.0804	0.326	(A) Black or African American
ITPR2	12p11.23	9.38	9.68	1.17	0.93	-0.30	0.0805	0.327	(B) White
PELP1	17p13.2	10.55	10.39	0.58	0.55	0.15	0.0806	0.327	(A) Black or African American
PM20D2	6q15	8.66	8.87	0.79	0.75	-0.21	0.0806	0.327	(B) White
RCHY1	4q21.1	8.56	8.71	0.56	0.52	-0.15	0.0806	0.327	(B) White
TRIQK	8q22.1	9.65	9.84	0.73	0.68	-0.19	0.0806	0.327	(B) White
FGF19	11q13.3	1.39	2.03	2.44	2.55	-0.64	0.0807	0.327	(B) White
CER1	9p22.3	0.49	0.23	1.02	0.64	0.26	0.0808	0.327	(A) Black or African American
CSAG3	Xq28	2.68	1.81	3.36	2.75	0.86	0.0809	0.328	(A) Black or African American
METTL24	6q21	1.81	2.11	1.11	1.16	-0.29	0.0809	0.328	(B) White
TSTD2	9q22.33	8.46	8.59	0.48	0.51	-0.13	0.0810	0.328	(B) White
AKT2	19q13.2	11.13	11.01	0.46	0.47	0.12	0.0810	0.328	(A) Black or African American
TIMD4	5q33.3	2.56	2.90	1.27	1.55	-0.34	0.0810	0.328	(B) White
ZNF653	19p13.2	6.80	6.66	0.56	0.56	0.15	0.0812	0.329	(A) Black or African American
ZBTB38	3q23	10.60	10.76	0.65	0.56	-0.17	0.0813	0.329	(B) White
ZNF764	16p11.2	7.78	7.66	0.49	0.46	0.13	0.0813	0.329	(A) Black or African American
TUBB	6p21.33	13.79	13.97	0.67	0.66	-0.17	0.0813	0.329	(B) White
IDO1	8p11.21	8.36	8.82	1.72	1.86	-0.45	0.0813	0.329	(B) White
RELT	11q13.4	8.20	8.00	0.73	0.84	0.19	0.0814	0.329	(A) Black or African American
ALG10B	12q12	7.91	8.06	0.57	0.61	-0.15	0.0814	0.329	(B) White
DPH3P1	20q13.33	4.33	4.14	0.72	0.71	0.19	0.0814	0.329	(A) Black or African American
TRAPPC12	2p25.3	9.71	9.59	0.45	0.41	0.12	0.0815	0.329	(A) Black or African American
POLD4	11q13.2	10.78	10.60	0.71	0.64	0.18	0.0815	0.329	(A) Black or African American
C1ORF122	1p34.3	9.65	9.47	0.69	0.61	0.18	0.0815	0.329	(A) Black or African American
PCDH7	4p15.1	7.77	8.26	1.88	1.78	-0.49	0.0815	0.329	(B) White
RAB5C	17q21.2	11.63	11.73	0.38	0.38	-0.10	0.0816	0.329	(B) White
KRTAP5-AS1	11p15.5	4.31	4.74	1.67	1.55	-0.43	0.0816	0.329	(B) White
RSBN1	1p13.2	8.81	8.96	0.59	0.49	-0.15	0.0816	0.329	(B) White
SLC38A5	Xp11.23	8.30	7.99	1.16	1.24	0.31	0.0816	0.329	(A) Black or African American
SMAD4	18q21.2	10.24	10.39	0.56	0.50	-0.14	0.0817	0.330	(B) White
SH3RF2	5q32	6.54	7.10	2.19	2.04	-0.57	0.0818	0.330	(B) White
LINC00957	7p13	6.28	6.04	0.92	0.78	0.24	0.0819	0.330	(A) Black or African American
CREB3L3	19p13.3	0.91	1.18	1.02	1.31	-0.28	0.0819	0.330	(B) White
RUNDC1	17q21.31	9.42	9.32	0.43	0.37	0.11	0.0819	0.330	(A) Black or African American
TMEM115	3p21.31	10.00	9.90	0.35	0.42	0.09	0.0820	0.330	(A) Black or African American
LARP6	15q23	6.93	6.62	1.16	1.24	0.30	0.0820	0.330	(A) Black or African American
IL36B	2q14.1	0.16	0.29	0.44	0.67	-0.12	0.0820	0.331	(B) White
ZMYND10	3p21.31	6.43	5.83	2.32	2.18	0.60	0.0821	0.331	(A) Black or African American
WDR54	2p13.1	8.05	7.82	0.89	0.97	0.23	0.0821	0.331	(A) Black or African American
PAPOLG	2p16.1	8.36	8.49	0.49	0.40	-0.13	0.0821	0.331	(B) White
SPARC	5q33.1	14.16	14.41	0.96	1.02	-0.25	0.0822	0.331	(B) White
PHC1	12p13.31	8.70	8.49	0.83	0.74	0.21	0.0822	0.331	(A) Black or African American
FAM118B	11q24.2	8.40	8.60	0.80	0.68	-0.20	0.0822	0.331	(B) White
HSD17B14	19q13.33	7.80	7.46	1.30	1.23	0.34	0.0822	0.331	(A) Black or African American
MPP4	2q33.1	1.23	1.02	0.79	0.84	0.21	0.0822	0.331	(A) Black or African American
LRIG2	1p13.2	7.54	7.40	0.51	0.59	0.14	0.0822	0.331	(A) Black or African American
TRIM74	7q11.23	1.86	1.55	1.22	1.17	0.32	0.0822	0.331	(A) Black or African American
COX6A1	12q24.31|12q24.2	11.35	11.17	0.70	0.71	0.18	0.0824	0.331	(A) Black or African American
SAC3D1	11q13.1	7.87	7.68	0.71	0.71	0.19	0.0824	0.331	(A) Black or African American
IFITM3	11p15.5	13.37	13.15	0.88	0.80	0.23	0.0824	0.331	(A) Black or African American
TEX55	3q13.32	1.64	1.22	1.64	1.38	0.42	0.0825	0.332	(A) Black or African American
LDHC	11p15.1	2.76	2.17	2.28	2.13	0.59	0.0826	0.332	(A) Black or African American
OR2H2	6p22.1	0.55	0.36	0.73	0.61	0.19	0.0826	0.332	(A) Black or African American
DNAAF5	7p22.3	9.99	9.85	0.53	0.56	0.14	0.0826	0.332	(A) Black or African American
LRRC27	10q26.3	7.69	7.51	0.69	0.68	0.18	0.0827	0.332	(A) Black or African American
SULT1A1	16p11.2	9.13	8.85	1.08	1.19	0.29	0.0827	0.332	(A) Black or African American
LAP3	4p15.32	11.08	11.23	0.61	0.64	-0.16	0.0827	0.332	(B) White
INSIG1	7q36.3	10.12	9.90	0.85	0.77	0.22	0.0828	0.332	(A) Black or African American
CFAP161	15q25.1	2.67	2.17	1.95	1.73	0.50	0.0828	0.332	(A) Black or African American
EPOR	19p13.2	7.92	7.67	1.00	0.88	0.26	0.0828	0.332	(A) Black or African American
STOML1	15q24.1	8.36	8.20	0.64	0.72	0.17	0.0828	0.332	(A) Black or African American
CHMP1A	16q24.3	11.22	11.08	0.53	0.50	0.14	0.0828	0.332	(A) Black or African American
TSKS	19q13.33	2.05	1.70	1.38	1.25	0.35	0.0828	0.332	(A) Black or African American
HYDIN	16q22.2	6.52	6.00	2.00	1.91	0.52	0.0828	0.332	(A) Black or African American
SERPINA10	14q32.13	0.54	0.76	0.75	1.40	-0.22	0.0828	0.332	(B) White
TTC25	17q21.2	5.61	5.21	1.53	1.46	0.40	0.0829	0.332	(A) Black or African American
EIF3C	16p11.2	7.29	7.70	1.58	1.48	-0.41	0.0829	0.332	(B) White
CCDC66	3p14.3	7.65	7.50	0.55	0.62	0.14	0.0829	0.332	(A) Black or African American
ASH2L	8p11.23	9.69	9.83	0.50	0.59	-0.13	0.0829	0.332	(B) White
MSI2	17q22	8.20	8.01	0.71	0.76	0.19	0.0830	0.332	(A) Black or African American
KDR	4q12	9.69	10.00	1.20	1.28	-0.32	0.0831	0.332	(B) White
GTF2A1	14q31.1	6.84	7.09	0.99	0.93	-0.26	0.0831	0.332	(B) White
RILPL1	12q24.31	7.90	7.75	0.58	0.55	0.15	0.0831	0.332	(A) Black or African American
TRMT2B	Xq22.1	8.92	8.77	0.61	0.56	0.16	0.0831	0.332	(A) Black or African American
CNOT1	16q21	11.83	11.95	0.46	0.48	-0.12	0.0831	0.332	(B) White
SCCPDH	1q44	10.18	10.33	0.57	0.75	-0.15	0.0831	0.332	(B) White
C3ORF38	3p11.1	8.40	8.56	0.64	0.51	-0.16	0.0831	0.332	(B) White
SSBP1	7q34	10.25	10.11	0.51	0.56	0.13	0.0832	0.332	(A) Black or African American
LOC100272216		3.47	3.77	1.13	1.25	-0.30	0.0832	0.332	(B) White
KEL	7q34	2.66	2.27	1.50	1.49	0.39	0.0832	0.333	(A) Black or African American
PEX12	17q12	7.38	7.52	0.58	0.51	-0.15	0.0833	0.333	(B) White
MTX3	5q14.1	8.64	8.79	0.56	0.58	-0.15	0.0833	0.333	(B) White
