Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
XRN1	3q23	9.78	10.07	0.47	0.54	-0.29	1.394e-4	2.168e-3	(B) White
CHD5	1p36.31	2.33	1.50	1.37	1.52	0.83	1.405e-4	2.183e-3	(A) Black or African American
GRB7	17q12	8.61	8.04	0.94	1.04	0.57	1.409e-4	2.188e-3	(A) Black or African American
ZNF701	19q13.41	6.71	7.04	0.57	0.50	-0.34	1.416e-4	2.198e-3	(B) White
ANXA2P1	4q31.3	5.85	5.40	0.75	0.79	0.45	1.418e-4	2.198e-3	(A) Black or African American
ILF3-DT	19p13.2	9.08	8.66	0.70	0.69	0.42	1.426e-4	2.210e-3	(A) Black or African American
NCKIPSD	3p21.31	9.85	9.51	0.57	0.57	0.34	1.427e-4	2.210e-3	(A) Black or African American
AGER	6p21.32	6.49	5.77	1.18	1.45	0.72	1.428e-4	2.210e-3	(A) Black or African American
C11ORF71	11q23.2	8.35	8.05	0.51	0.57	0.31	1.435e-4	2.219e-3	(A) Black or African American
CLOCK	4q12	7.56	8.29	1.26	0.96	-0.73	1.436e-4	2.219e-3	(B) White
PGP	16p13.3	8.22	7.80	0.69	0.72	0.41	1.439e-4	2.221e-3	(A) Black or African American
CFAP97	4q35.1	9.97	10.27	0.50	0.54	-0.30	1.451e-4	2.238e-3	(B) White
CDK14	7q21.13	9.42	9.85	0.73	0.69	-0.43	1.456e-4	2.244e-3	(B) White
OSTC	4q25	10.50	10.71	0.33	0.46	-0.21	1.460e-4	2.249e-3	(B) White
PPP1R14D	15q15.1	3.57	5.15	2.65	2.68	-1.58	1.473e-4	2.267e-3	(B) White
KRT17	17q21.2	6.16	4.33	3.18	2.16	1.83	1.475e-4	2.268e-3	(A) Black or African American
NMNAT2	1q25.3	4.71	5.51	1.31	1.65	-0.80	1.478e-4	2.269e-3	(B) White
SLC3A2	11q12.3	11.88	11.50	0.64	0.61	0.38	1.478e-4	2.269e-3	(A) Black or African American
BRCA2	13q13.1	5.48	6.16	1.18	0.91	-0.68	1.480e-4	2.269e-3	(B) White
TRIM11	1q42.13	8.59	8.34	0.41	0.48	0.25	1.480e-4	2.269e-3	(A) Black or African American
SNHG3	1p35.3	5.44	4.79	1.07	1.28	0.65	1.482e-4	2.270e-3	(A) Black or African American
ZDHHC9	Xq26.1	10.55	10.86	0.51	0.56	-0.30	1.487e-4	2.276e-3	(B) White
SUGT1P4-STRA6LP-CCDC180	9q22.33	6.95	6.37	0.96	1.00	0.57	1.489e-4	2.277e-3	(A) Black or African American
BIK	22q13.2	3.21	2.32	1.53	1.31	0.90	1.492e-4	2.280e-3	(A) Black or African American
TPRA1	3q21.3	9.41	9.09	0.52	0.60	0.31	1.496e-4	2.284e-3	(A) Black or African American
SFI1	22q12.2	8.62	8.23	0.66	0.67	0.39	1.497e-4	2.284e-3	(A) Black or African American
CCR5	3p21.31	7.58	8.46	1.51	1.36	-0.89	1.500e-4	2.284e-3	(B) White
RGL3	19p13.2	8.83	8.12	1.18	1.30	0.71	1.500e-4	2.284e-3	(A) Black or African American
PHETA1	12q24.12	8.49	8.16	0.54	0.68	0.33	1.500e-4	2.284e-3	(A) Black or African American
SLC26A6	3p21.31	7.03	6.59	0.73	0.92	0.45	1.503e-4	2.287e-3	(A) Black or African American
RRS1	8q13.1	8.44	8.14	0.49	0.54	0.30	1.510e-4	2.296e-3	(A) Black or African American
TFPT	19q13.42	8.00	7.62	0.63	0.70	0.38	1.513e-4	2.298e-3	(A) Black or African American
ANXA4	2p13.3	13.36	13.87	0.85	0.86	-0.51	1.515e-4	2.301e-3	(B) White
LINC01366	5q35.1	1.93	2.42	0.82	0.87	-0.49	1.517e-4	2.301e-3	(B) White
RRM2	2p25.1	7.18	7.93	1.27	1.17	-0.75	1.531e-4	2.321e-3	(B) White
TTC28	22q12.1	10.14	10.50	0.60	0.62	-0.36	1.535e-4	2.324e-3	(B) White
S100A14	1q21.3	5.86	5.04	1.38	1.48	0.83	1.535e-4	2.324e-3	(A) Black or African American
CDC42	1p36.12	12.23	12.41	0.31	0.31	-0.18	1.540e-4	2.329e-3	(B) White
LRRC40	1p31.1	8.48	8.80	0.54	0.55	-0.32	1.542e-4	2.330e-3	(B) White
DTX3	12q13.3	9.20	8.60	1.03	1.04	0.61	1.543e-4	2.330e-3	(A) Black or African American
MAGI2	7q21.11	7.88	7.38	0.85	0.72	0.50	1.544e-4	2.330e-3	(A) Black or African American
RAB6D	2q21.1	5.20	5.57	0.62	0.66	-0.37	1.548e-4	2.334e-3	(B) White
PTOV1	19q13.33	10.97	10.65	0.52	0.67	0.32	1.550e-4	2.335e-3	(A) Black or African American
SYNE4	19q13.12	3.19	2.06	1.95	1.66	1.14	1.562e-4	2.352e-3	(A) Black or African American
BFAR	16p13.12	10.53	10.73	0.32	0.39	-0.20	1.566e-4	2.356e-3	(B) White
GAL3ST3	11q13.1	2.84	1.51	2.32	1.52	1.33	1.567e-4	2.357e-3	(A) Black or African American
MAB21L4	2q37.3	3.69	2.32	2.34	2.12	1.37	1.570e-4	2.359e-3	(A) Black or African American
CRYGS	3q27.3	4.64	3.85	1.33	1.34	0.79	1.577e-4	2.368e-3	(A) Black or African American
C10ORF95	10q24.32	2.58	2.09	0.81	0.91	0.49	1.580e-4	2.371e-3	(A) Black or African American
ABRAXAS1	4q21.23	7.99	8.39	0.66	0.81	-0.40	1.582e-4	2.371e-3	(B) White
TMEM209	7q32.2	8.79	9.05	0.43	0.57	-0.26	1.585e-4	2.374e-3	(B) White
CCDC124	19p13.11	10.15	9.78	0.61	0.74	0.37	1.586e-4	2.374e-3	(A) Black or African American
TRIM45	1p13.1	6.61	6.10	0.87	0.79	0.51	1.589e-4	2.375e-3	(A) Black or African American
PEX6	6p21.1	9.51	9.16	0.59	0.71	0.36	1.594e-4	2.380e-3	(A) Black or African American
ADAD2	16q24.1	1.29	0.65	1.13	0.75	0.65	1.596e-4	2.382e-3	(A) Black or African American
DOHH	19p13.3	8.28	7.87	0.68	0.77	0.41	1.600e-4	2.386e-3	(A) Black or African American
CLK1	2q33.1	11.13	10.62	0.86	0.92	0.51	1.601e-4	2.386e-3	(A) Black or African American
WDR73	15q25.2	8.66	8.47	0.32	0.44	0.20	1.604e-4	2.389e-3	(A) Black or African American
PTGES2-AS1	9q34.11	1.87	1.21	1.12	1.00	0.65	1.625e-4	2.417e-3	(A) Black or African American
P2RY1	3q25.2	5.48	6.41	1.59	1.32	-0.92	1.627e-4	2.417e-3	(B) White
DUSP8	11p15.5	7.83	7.18	1.10	1.03	0.64	1.627e-4	2.417e-3	(A) Black or African American
GRK3	22q12.1	8.16	8.62	0.80	0.62	-0.46	1.631e-4	2.422e-3	(B) White
CXXC1	18q21.1	10.01	9.64	0.63	0.65	0.38	1.635e-4	2.426e-3	(A) Black or African American
DSCC1	8q24.12	5.43	5.90	0.81	0.68	-0.47	1.640e-4	2.431e-3	(B) White
BACH1	21q21.3	9.98	10.37	0.67	0.62	-0.39	1.643e-4	2.435e-3	(B) White
DNAH1	3p21.1	7.94	7.35	0.95	1.33	0.59	1.646e-4	2.436e-3	(A) Black or African American
WARS	14q32.2	11.38	11.74	0.61	0.67	-0.36	1.649e-4	2.439e-3	(B) White
DOCK5	8p21.2	7.96	8.52	0.98	0.82	-0.57	1.651e-4	2.440e-3	(B) White
ZNF815P	7p22.1	5.02	4.63	0.67	0.61	0.39	1.653e-4	2.442e-3	(A) Black or African American
XKR9	8q13.3	3.39	4.38	1.71	1.39	-0.99	1.657e-4	2.446e-3	(B) White
AVPI1	10q24.2	7.57	7.12	0.77	0.68	0.45	1.672e-4	2.466e-3	(A) Black or African American
DNAJB9	7q31.1|14q24.2-q24.3	10.64	11.05	0.70	0.79	-0.42	1.675e-4	2.468e-3	(B) White
SLC25A24	1p13.3	9.45	9.86	0.71	0.69	-0.42	1.679e-4	2.472e-3	(B) White
LCP1	13q14.13	10.94	11.64	1.22	1.03	-0.71	1.686e-4	2.481e-3	(B) White
C19ORF73	19q13.33	2.99	2.42	0.99	0.91	0.58	1.693e-4	2.488e-3	(A) Black or African American
TTK	6q14.1	4.56	5.30	1.28	1.13	-0.74	1.693e-4	2.488e-3	(B) White
CDYL2	16q23.2	5.83	6.51	1.16	1.17	-0.68	1.700e-4	2.496e-3	(B) White
PTPRC	1q31.3-q32.1	9.81	10.60	1.37	1.08	-0.79	1.703e-4	2.499e-3	(B) White
TNFAIP6	2q23.3	7.65	9.43	3.13	1.91	-1.78	1.705e-4	2.499e-3	(B) White
ZBTB17	1p36.13	8.96	8.63	0.54	0.65	0.33	1.705e-4	2.499e-3	(A) Black or African American
IQGAP1	15q26.1	12.31	12.62	0.55	0.49	-0.32	1.716e-4	2.512e-3	(B) White
GPR21	9q33.2	2.70	3.45	1.28	1.13	-0.74	1.726e-4	2.525e-3	(B) White
P4HA1	10q22.1	11.21	11.67	0.81	0.69	-0.47	1.731e-4	2.530e-3	(B) White
WSB1	17q11.1	11.57	11.02	0.91	1.02	0.54	1.737e-4	2.538e-3	(A) Black or African American
CCDC28B	1p35.2	6.70	6.04	1.15	1.04	0.67	1.739e-4	2.539e-3	(A) Black or African American
ZBTB47	3p22.1	8.94	8.41	0.91	0.79	0.53	1.751e-4	2.554e-3	(A) Black or African American
RAP2C	Xq26.2	9.29	9.55	0.42	0.54	-0.26	1.760e-4	2.565e-3	(B) White
CCDC120	Xp11.23	7.77	7.48	0.48	0.63	0.29	1.761e-4	2.566e-3	(A) Black or African American
BEX3	Xq22.2	11.03	10.68	0.60	0.66	0.36	1.763e-4	2.567e-3	(A) Black or African American
GPR162	12p13.31	6.27	5.67	1.03	1.08	0.61	1.766e-4	2.568e-3	(A) Black or African American
NEMP2	2q32.2	7.23	7.48	0.42	0.46	-0.25	1.766e-4	2.568e-3	(B) White
LRWD1	7q22.1	8.33	8.04	0.48	0.63	0.29	1.771e-4	2.573e-3	(A) Black or African American
DOCK10	2q36.2	8.89	9.43	0.93	0.82	-0.54	1.778e-4	2.581e-3	(B) White
SGO1	3p24.3	3.03	3.63	1.02	1.08	-0.60	1.780e-4	2.582e-3	(B) White
METAP2	12q22	10.36	10.57	0.36	0.37	-0.21	1.791e-4	2.594e-3	(B) White
LINC01590	6q15	3.79	3.28	0.85	1.03	0.51	1.791e-4	2.594e-3	(A) Black or African American
SRSF5	14q24.1	11.91	11.55	0.61	0.65	0.36	1.792e-4	2.594e-3	(A) Black or African American
POLRMT	19p13.3	9.66	9.38	0.45	0.65	0.28	1.794e-4	2.594e-3	(A) Black or African American
SMIM5	17q25.1	4.84	3.91	1.57	1.71	0.93	1.795e-4	2.594e-3	(A) Black or African American
PRIM2	6p11.2	6.60	6.87	0.46	0.42	-0.26	1.797e-4	2.595e-3	(B) White
PIAS1	15q23	8.36	8.68	0.55	0.49	-0.32	1.809e-4	2.610e-3	(B) White
GRIN2B	12p13.1	0.71	1.30	0.97	1.29	-0.59	1.810e-4	2.611e-3	(B) White
CYTH1	17q25.3	9.90	9.66	0.41	0.44	0.24	1.819e-4	2.621e-3	(A) Black or African American
ZNF845	19q13.42	7.20	7.52	0.55	0.49	-0.32	1.830e-4	2.635e-3	(B) White
ATP4B	13q34	1.28	0.54	1.32	0.69	0.74	1.832e-4	2.635e-3	(A) Black or African American
LRFN3	19q13.12	7.29	6.77	0.90	0.83	0.52	1.833e-4	2.635e-3	(A) Black or African American
COX8A	11q13.1	11.38	11.00	0.66	0.69	0.39	1.834e-4	2.635e-3	(A) Black or African American
FBXO24	7q22.1	2.82	2.36	0.79	0.76	0.46	1.835e-4	2.635e-3	(A) Black or African American
KIF4A	Xq13.1	5.75	6.48	1.28	1.04	-0.74	1.837e-4	2.637e-3	(B) White
FAAP100	17q25.3	9.78	9.48	0.48	0.66	0.30	1.850e-4	2.652e-3	(A) Black or African American
NDUFS8	11q13.2	10.26	9.73	0.90	0.94	0.53	1.851e-4	2.652e-3	(A) Black or African American
CPTP	1p36.33	9.51	9.12	0.67	0.72	0.39	1.854e-4	2.655e-3	(A) Black or African American
GNAL	18p11.21	6.27	5.59	1.17	0.99	0.67	1.866e-4	2.670e-3	(A) Black or African American
TMPO	12q23.1	9.89	10.15	0.44	0.47	-0.26	1.874e-4	2.680e-3	(B) White
RNF31	14q12	9.70	9.45	0.41	0.53	0.25	1.877e-4	2.681e-3	(A) Black or African American
WDR97	8q24.3	4.33	3.52	1.34	1.73	0.81	1.880e-4	2.681e-3	(A) Black or African American
GANAB	11q12.3	13.14	13.33	0.32	0.37	-0.19	1.881e-4	2.681e-3	(B) White
ATG12	5q22.3	8.90	9.13	0.39	0.43	-0.23	1.881e-4	2.681e-3	(B) White
CCR2	3p21.31	6.37	7.24	1.52	1.23	-0.87	1.881e-4	2.681e-3	(B) White
PICSAR	21q22.3	0.34	0.68	0.52	0.92	-0.34	1.885e-4	2.684e-3	(B) White
MTMR9LP	1p35.2	7.26	6.36	1.53	1.53	0.89	1.894e-4	2.695e-3	(A) Black or African American
TOR1AIP2	1q25.2	8.19	8.69	0.87	0.75	-0.50	1.899e-4	2.699e-3	(B) White
SLC25A46	5q22.1	9.18	9.49	0.53	0.60	-0.32	1.900e-4	2.699e-3	(B) White
TGFBI	5q31.1	12.50	13.68	1.99	2.31	-1.18	1.905e-4	2.705e-3	(B) White
NCKAP5L	12q13.12	9.17	8.89	0.44	0.73	0.28	1.912e-4	2.713e-3	(A) Black or African American
TAF6	7q22.1	10.24	10.01	0.39	0.52	0.24	1.919e-4	2.721e-3	(A) Black or African American
ZSWIM8	10q22.2	10.88	10.65	0.36	0.56	0.23	1.921e-4	2.722e-3	(A) Black or African American
NEMP1	12q13.3	8.73	9.02	0.48	0.57	-0.29	1.923e-4	2.723e-3	(B) White
ZNF787	19q13.43	9.02	8.67	0.59	0.65	0.35	1.926e-4	2.724e-3	(A) Black or African American
CSNK1G3	5q23.2	9.21	9.42	0.37	0.42	-0.22	1.927e-4	2.724e-3	(B) White
ARHGAP27P1	17q24.1	8.34	7.74	1.01	1.16	0.60	1.930e-4	2.727e-3	(A) Black or African American
NDUFB8	10q24.31	10.93	10.57	0.62	0.61	0.36	1.935e-4	2.732e-3	(A) Black or African American
PPCDC	15q24.2	7.73	7.42	0.52	0.61	0.31	1.937e-4	2.733e-3	(A) Black or African American
APOL1	22q12.3	11.65	12.30	1.07	1.51	-0.66	1.940e-4	2.735e-3	(B) White
CAMK2B	7p13	4.93	3.54	2.43	1.99	1.39	1.943e-4	2.737e-3	(A) Black or African American
MAEA	4p16.3	10.33	10.08	0.44	0.46	0.25	1.966e-4	2.768e-3	(A) Black or African American
PDK3	Xp22.11	7.32	7.63	0.54	0.57	-0.31	1.969e-4	2.770e-3	(B) White
PSMF1	20p13	11.45	11.60	0.25	0.28	-0.15	1.984e-4	2.790e-3	(B) White
GPSM2	1p13.3	7.20	7.66	0.80	0.79	-0.46	1.989e-4	2.791e-3	(B) White
RPP38-DT	10p13	2.43	1.95	0.85	0.79	0.49	1.989e-4	2.791e-3	(A) Black or African American
CCSER2	10q23.1	10.03	10.27	0.42	0.42	-0.24	1.990e-4	2.791e-3	(B) White
PCOLCE2	3q23	7.52	8.89	2.40	1.99	-1.37	1.991e-4	2.791e-3	(B) White
STAG3L3	7q11.23	7.61	7.13	0.80	0.98	0.48	2.003e-4	2.807e-3	(A) Black or African American
ACAD10	12q24.12	9.81	9.39	0.74	0.63	0.42	2.005e-4	2.807e-3	(A) Black or African American
ABHD11	7q11.23	9.33	8.83	0.87	0.80	0.50	2.011e-4	2.814e-3	(A) Black or African American
CSTF1	20q13.2-q13.31	9.17	9.32	0.27	0.27	-0.16	2.017e-4	2.820e-3	(B) White
CENPL	1q25.1	6.23	6.49	0.43	0.58	-0.26	2.024e-4	2.828e-3	(B) White
SMC4	3q25.33	9.33	9.67	0.59	0.58	-0.34	2.027e-4	2.830e-3	(B) White
ACYP1	14q24.3	6.53	6.13	0.66	0.79	0.39	2.032e-4	2.835e-3	(A) Black or African American
ENTPD7	10q24.2	8.02	8.43	0.69	0.72	-0.40	2.039e-4	2.843e-3	(B) White
TPI1P3	6q22.1	1.14	0.71	0.76	0.54	0.43	2.060e-4	2.871e-3	(A) Black or African American
ADGRL1	19p13.12	8.76	8.12	1.12	0.95	0.64	2.075e-4	2.889e-3	(A) Black or African American
MTA1	14q32.33	9.55	9.18	0.63	0.67	0.37	2.078e-4	2.891e-3	(A) Black or African American
EDNRA	4q31.22-q31.23	8.54	9.37	1.47	1.03	-0.83	2.082e-4	2.894e-3	(B) White
CALHM5	6q22.1	6.65	7.38	1.30	0.95	-0.73	2.093e-4	2.908e-3	(B) White
NGRN	15q26.1	11.30	11.09	0.36	0.42	0.21	2.100e-4	2.916e-3	(A) Black or African American
LIMS1	2q12.3	8.24	8.89	1.13	0.96	-0.65	2.104e-4	2.920e-3	(B) White
CYP2J2	1p32.1	8.97	10.73	3.10	2.40	-1.76	2.114e-4	2.931e-3	(B) White
ICK	6p12.1	8.82	9.17	0.61	0.53	-0.35	2.117e-4	2.934e-3	(B) White
SND1	7q32.1	11.91	12.11	0.33	0.46	-0.20	2.120e-4	2.936e-3	(B) White
RNASE3	14q11.2	0.95	1.47	0.89	1.02	-0.52	2.129e-4	2.947e-3	(B) White
CD96	3q13.13-q13.2	6.84	7.66	1.42	1.30	-0.81	2.145e-4	2.967e-3	(B) White
IZUMO4	19p13.3	4.61	3.82	1.33	1.58	0.79	2.153e-4	2.973e-3	(A) Black or African American
KARS	16q23.1	11.33	11.54	0.37	0.34	-0.21	2.154e-4	2.973e-3	(B) White
TIGIT	3q13.31	5.22	6.18	1.67	1.52	-0.96	2.158e-4	2.975e-3	(B) White
CYP2R1	11p15.2	7.68	7.39	0.50	0.50	0.29	2.168e-4	2.986e-3	(A) Black or African American
PHACTR4	1p35.3	9.99	10.20	0.36	0.47	-0.21	2.174e-4	2.991e-3	(B) White
CIP2A	3q13.13	6.11	6.71	1.06	0.92	-0.61	2.179e-4	2.993e-3	(B) White
CD302	2q24.2	9.38	9.82	0.78	0.73	-0.45	2.180e-4	2.993e-3	(B) White
BAX	19q13.33	9.91	9.59	0.54	0.58	0.31	2.180e-4	2.993e-3	(A) Black or African American
KMT2E	7q22.3	10.63	11.00	0.67	0.49	-0.37	2.181e-4	2.993e-3	(B) White
PGRMC2	4q28.2	11.05	11.30	0.44	0.47	-0.26	2.183e-4	2.994e-3	(B) White
PABPC1	8q22.3	13.64	13.93	0.50	0.49	-0.29	2.185e-4	2.996e-3	(B) White
TRPA1	8q21.11	5.36	6.66	2.30	1.79	-1.30	2.188e-4	2.996e-3	(B) White
CREBZF	11q14.1	10.51	10.16	0.60	0.67	0.35	2.192e-4	3.001e-3	(A) Black or African American
CXORF38	Xp11.4	7.82	8.14	0.56	0.52	-0.32	2.196e-4	3.004e-3	(B) White
GNA13	17q24.1	11.07	11.33	0.45	0.49	-0.26	2.200e-4	3.006e-3	(B) White
UBE4A	11q23.3	10.71	10.85	0.24	0.31	-0.14	2.201e-4	3.006e-3	(B) White
UBE2W	8q21.11	9.12	9.41	0.50	0.53	-0.29	2.208e-4	3.014e-3	(B) White
KPNA6	1p35.2	10.56	10.78	0.37	0.34	-0.21	2.210e-4	3.015e-3	(B) White
HOOK2	19p13.13	9.05	8.59	0.80	0.79	0.46	2.218e-4	3.024e-3	(A) Black or African American
PSMD12	17q24.2	9.31	9.52	0.34	0.39	-0.20	2.224e-4	3.030e-3	(B) White
TERF2IP	16q23.1	10.67	10.51	0.28	0.31	0.16	2.228e-4	3.033e-3	(A) Black or African American
COMT	22q11.21	10.86	10.57	0.49	0.60	0.29	2.232e-4	3.036e-3	(A) Black or African American
LCAT	16q22.1	7.37	6.79	0.99	1.18	0.58	2.238e-4	3.043e-3	(A) Black or African American
PIN1	19p13.2	9.65	9.35	0.50	0.61	0.30	2.241e-4	3.043e-3	(A) Black or African American
ERAP1	5q15	10.82	11.18	0.60	0.69	-0.35	2.241e-4	3.043e-3	(B) White
ARL2	11q13.1	10.28	9.96	0.56	0.63	0.33	2.253e-4	3.055e-3	(A) Black or African American
HEATR1	1q43	9.47	9.75	0.50	0.48	-0.29	2.260e-4	3.063e-3	(B) White
SLC35D1	1p31.3	9.26	9.64	0.65	0.66	-0.38	2.263e-4	3.065e-3	(B) White
THAP5	7q31.1	9.12	9.35	0.40	0.50	-0.24	2.265e-4	3.065e-3	(B) White
PEA15	1q23.2	12.24	12.57	0.60	0.44	-0.33	2.266e-4	3.065e-3	(B) White
GXYLT1	12q12	9.29	9.54	0.43	0.50	-0.25	2.274e-4	3.073e-3	(B) White
FAM189A2	9q21.12	6.03	5.23	1.38	1.36	0.79	2.280e-4	3.079e-3	(A) Black or African American
ZNF836	19q13.41	6.83	7.19	0.63	0.62	-0.36	2.294e-4	3.096e-3	(B) White
C2CD4D	1q21.3	3.04	2.34	1.24	1.05	0.70	2.303e-4	3.107e-3	(A) Black or African American
CDH8	16q21	2.95	3.99	1.83	1.59	-1.04	2.317e-4	3.122e-3	(B) White
TRPC6	11q22.1	6.09	7.04	1.70	1.17	-0.95	2.326e-4	3.133e-3	(B) White
MAP1S	19p13.11	9.82	9.49	0.56	0.62	0.33	2.328e-4	3.133e-3	(A) Black or African American
DNLZ	9q34.3	6.84	6.32	0.89	0.99	0.52	2.331e-4	3.136e-3	(A) Black or African American
TUBB	6p21.33	13.36	13.67	0.56	0.47	-0.32	2.335e-4	3.138e-3	(B) White
STAM2	2q23.3	9.59	9.82	0.39	0.43	-0.23	2.336e-4	3.138e-3	(B) White
A1CF	10q11.23	4.98	6.39	2.46	2.38	-1.41	2.342e-4	3.143e-3	(B) White
MYOF	10q23.33	11.74	12.15	0.73	0.71	-0.42	2.343e-4	3.143e-3	(B) White
DDX5	17q23.3	13.46	13.20	0.45	0.44	0.26	2.349e-4	3.149e-3	(A) Black or African American
POM121L1P	22q11.22	1.73	1.23	0.85	0.95	0.49	2.351e-4	3.149e-3	(A) Black or African American
NDUFC2	11q14.1	10.62	10.35	0.46	0.50	0.27	2.363e-4	3.162e-3	(A) Black or African American
HOMER3	19p13.11	9.75	9.26	0.86	0.79	0.49	2.363e-4	3.162e-3	(A) Black or African American
PRKACB	1p31.1	10.00	10.38	0.67	0.55	-0.38	2.370e-4	3.168e-3	(B) White
TP53AIP1	11q24.3	2.18	1.26	1.66	1.07	0.92	2.371e-4	3.168e-3	(A) Black or African American
PPT1	1p34.2	11.89	12.12	0.39	0.44	-0.23	2.376e-4	3.173e-3	(B) White
PLA2G1B	12q24.31	1.26	1.96	1.19	1.39	-0.69	2.379e-4	3.174e-3	(B) White
RBM19	12q24.13-q24.21	9.39	9.19	0.32	0.46	0.19	2.390e-4	3.186e-3	(A) Black or African American
ZSCAN9	6p22.1	7.46	7.20	0.43	0.53	0.25	2.406e-4	3.204e-3	(A) Black or African American
IPO5	13q32.2	11.39	11.64	0.42	0.48	-0.25	2.410e-4	3.206e-3	(B) White
UGGT1	2q14.3	10.58	10.84	0.45	0.48	-0.26	2.411e-4	3.206e-3	(B) White
TCEAL3	Xq22.2	8.77	8.38	0.67	0.68	0.38	2.413e-4	3.206e-3	(A) Black or African American
REEP3	10q21.3	8.65	9.01	0.62	0.64	-0.36	2.413e-4	3.206e-3	(B) White
PLPBP	8p11.23	10.14	10.36	0.38	0.48	-0.22	2.418e-4	3.210e-3	(B) White
RNF123	3p21.31	9.35	9.07	0.48	0.51	0.28	2.421e-4	3.211e-3	(A) Black or African American
TSHZ2	20q13.2	4.75	5.74	1.76	1.51	-0.99	2.429e-4	3.218e-3	(B) White
TUBGCP2	10q26.3	10.69	10.50	0.32	0.45	0.19	2.429e-4	3.218e-3	(A) Black or African American
FTSJ3	17q23.3	10.08	9.88	0.33	0.43	0.20	2.447e-4	3.239e-3	(A) Black or African American
MACO1	1p36.11|1p36.11	9.50	9.72	0.39	0.30	-0.22	2.448e-4	3.239e-3	(B) White
LOC541473	7q11.23	2.44	1.91	0.91	1.13	0.53	2.452e-4	3.241e-3	(A) Black or African American
EDA2R	Xq12	7.86	8.42	0.99	0.86	-0.56	2.453e-4	3.241e-3	(B) White
GLYCTK	3p21.2	8.20	7.81	0.67	0.77	0.39	2.455e-4	3.242e-3	(A) Black or African American
PAQR6	1q22	5.70	4.81	1.56	1.62	0.89	2.459e-4	3.245e-3	(A) Black or African American
TRIOBP	22q13.1	11.22	10.93	0.52	0.48	0.30	2.473e-4	3.261e-3	(A) Black or African American
TRIP6	7q22.1	10.83	10.55	0.48	0.61	0.28	2.474e-4	3.261e-3	(A) Black or African American
SLC16A8	22q13.1	2.94	2.41	0.93	0.96	0.53	2.496e-4	3.287e-3	(A) Black or African American
SPINDOC	11q13.1	8.34	8.03	0.53	0.65	0.31	2.504e-4	3.296e-3	(A) Black or African American
TSC22D4	7q22.1	10.23	9.96	0.46	0.56	0.27	2.513e-4	3.306e-3	(A) Black or African American
PAX8	2q14.1	11.54	11.02	0.90	1.02	0.52	2.515e-4	3.306e-3	(A) Black or African American
DPYSL2	8p21.2	11.80	12.16	0.63	0.68	-0.36	2.519e-4	3.309e-3	(B) White
SAPCD1	6p21.33	5.96	5.33	1.11	1.07	0.63	2.524e-4	3.314e-3	(A) Black or African American
JUP	17q21.2	12.40	12.05	0.59	0.78	0.35	2.531e-4	3.321e-3	(A) Black or African American
CCDC6	10q21.2	10.40	10.65	0.44	0.48	-0.25	2.535e-4	3.322e-3	(B) White
SCART1	10q26.3	4.76	3.91	1.48	1.60	0.85	2.536e-4	3.322e-3	(A) Black or African American
DMXL1	5q23.1	10.25	10.54	0.48	0.66	-0.29	2.538e-4	3.322e-3	(B) White
UNC45A	15q26.1	10.91	10.75	0.27	0.41	0.16	2.539e-4	3.322e-3	(A) Black or African American
HLA-DQA2	6p21.32	8.16	9.28	1.99	1.70	-1.12	2.548e-4	3.332e-3	(B) White
TTLL7	1p31.1	5.48	6.35	1.55	1.43	-0.88	2.552e-4	3.335e-3	(B) White
IPO8	12p11.21	10.36	10.58	0.39	0.36	-0.22	2.563e-4	3.347e-3	(B) White
NTMT1	9q34.11	8.47	8.21	0.45	0.60	0.27	2.572e-4	3.356e-3	(A) Black or African American
AP5B1	11q13.1	8.86	8.55	0.56	0.52	0.31	2.574e-4	3.357e-3	(A) Black or African American
GPR174	Xq21.1	3.31	4.20	1.57	1.49	-0.89	2.586e-4	3.371e-3	(B) White
HS6ST1	2q14.3	9.95	9.54	0.73	0.59	0.41	2.588e-4	3.371e-3	(A) Black or African American
FRAT2	10q24.1	7.21	6.89	0.56	0.55	0.32	2.593e-4	3.375e-3	(A) Black or African American
SVIP	11p14.3	8.47	8.22	0.42	0.55	0.25	2.595e-4	3.375e-3	(A) Black or African American
TCAP	17q12	3.05	2.52	0.91	1.07	0.53	2.598e-4	3.377e-3	(A) Black or African American
CEMP1	16p13.3	8.46	7.93	0.93	0.86	0.53	2.600e-4	3.378e-3	(A) Black or African American
GSTM2	1p13.3	9.86	9.36	0.86	1.01	0.50	2.609e-4	3.387e-3	(A) Black or African American
USP48	1p36.12	9.94	10.12	0.31	0.35	-0.18	2.614e-4	3.390e-3	(B) White
CXCL9	4q21.1	9.09	10.10	1.80	1.66	-1.01	2.615e-4	3.390e-3	(B) White
ANAPC11	17q25.3	9.86	9.50	0.60	0.80	0.36	2.619e-4	3.394e-3	(A) Black or African American
GZMK	5q11.2	6.92	8.15	2.21	1.81	-1.24	2.624e-4	3.398e-3	(B) White
DHRS1	14q12	8.77	8.49	0.47	0.58	0.27	2.632e-4	3.406e-3	(A) Black or African American
SFSWAP	12q24.33	9.93	9.62	0.54	0.59	0.31	2.641e-4	3.416e-3	(A) Black or African American
