Gene	Cytoband	(A) Black or African American	(B) White	(A) Black or African American	(B) White	Log Ratio	p-Value	q-Value	Higher expression in
RAPGEF4	2q31.1	4.50	4.22	1.45	1.54	0.28	0.200	0.839	(A) Black or African American
METTL5	2q31.1	8.86	8.76	0.49	0.56	0.10	0.200	0.839	(A) Black or African American
TMEM41B	11p15.4	9.55	9.47	0.41	0.37	0.08	0.200	0.839	(A) Black or African American
METTL21C	13q33.1	0.16	0.10	0.33	0.28	0.06	0.200	0.839	(A) Black or African American
ABCC2	10q24.2	5.66	6.22	2.89	3.03	-0.56	0.200	0.839	(B) White
POM121	7q11.23	11.38	11.48	0.51	0.54	-0.10	0.200	0.839	(B) White
SRD5A1	5p15.31	8.03	8.14	0.59	0.59	-0.11	0.200	0.839	(B) White
MCM7	7q22.1	10.66	10.79	0.72	0.63	-0.13	0.200	0.839	(B) White
CXCL12	10q11.21	9.48	9.20	1.42	1.71	0.28	0.200	0.839	(A) Black or African American
SNORD1C	17q25.1	3.94	4.17	1.24	1.02	-0.23	0.200	0.839	(B) White
MRPL24	1q23.1	10.41	10.54	0.69	0.62	-0.13	0.200	0.839	(B) White
C5ORF49	5p15.31	6.73	7.06	1.79	1.41	-0.33	0.200	0.839	(B) White
CHD4	12p13.31	12.38	12.31	0.40	0.33	0.07	0.200	0.839	(A) Black or African American
MROH1	8q24.3	9.85	9.96	0.55	0.59	-0.11	0.200	0.839	(B) White
PLEKHG3	14q23.3	10.51	10.64	0.68	0.61	-0.13	0.200	0.839	(B) White
LINC01588	14q21.3	2.32	2.49	0.87	0.99	-0.17	0.201	0.839	(B) White
ZNF197	3p21.31	7.99	8.10	0.58	0.50	-0.11	0.201	0.839	(B) White
PLA2G15	16q22.1	10.56	10.70	0.74	0.74	-0.14	0.201	0.839	(B) White
ARAP3	5q31.3	6.59	6.38	1.02	1.22	0.20	0.201	0.839	(A) Black or African American
CMTM4	16q21-q22.1	10.62	10.47	0.82	0.78	0.15	0.201	0.839	(A) Black or African American
EDRF1	10q26.2	7.74	7.63	0.56	0.54	0.11	0.201	0.839	(A) Black or African American
PRIM1	12q13.3	6.14	6.01	0.64	0.84	0.13	0.201	0.839	(A) Black or African American
TBL2	7q11.23	9.72	9.80	0.44	0.43	-0.08	0.201	0.839	(B) White
RANBP6	9p24.1	9.24	9.14	0.53	0.45	0.10	0.201	0.839	(A) Black or African American
POLR2M	15q21.3	9.72	9.64	0.44	0.45	0.08	0.201	0.839	(A) Black or African American
PPIF	10q22.3	10.97	10.83	0.74	0.83	0.15	0.201	0.840	(A) Black or African American
SCARF2	22q11.21	7.04	7.24	0.99	1.13	-0.19	0.201	0.840	(B) White
STX5	11q12.3	9.80	9.73	0.37	0.33	0.07	0.201	0.840	(A) Black or African American
PRRC1	5q23.2	10.05	10.15	0.52	0.54	-0.10	0.201	0.840	(B) White
TGIF2LY	Yp11.2	0.01	0.03	0.06	0.22	-0.02	0.201	0.840	(B) White
IZUMO4	19p13.3	4.69	4.91	1.15	1.22	-0.22	0.201	0.840	(B) White
HSPB2	11q23.1	8.88	9.14	1.38	1.25	-0.26	0.201	0.840	(B) White
FAM225A	9q32	2.73	3.03	1.60	1.62	-0.31	0.201	0.840	(B) White
TM4SF18	3q25.1	8.26	8.04	1.15	1.30	0.23	0.201	0.840	(A) Black or African American
NPAS4	11q13.2	0.32	0.44	0.54	0.81	-0.12	0.201	0.840	(B) White
SPATA20	17q21.33	11.32	11.45	0.64	0.71	-0.13	0.201	0.840	(B) White
SMIM11A	21q22.11-q22.12	8.27	8.17	0.51	0.49	0.10	0.201	0.840	(A) Black or African American
CXCL2	4q13.3	6.43	6.04	2.04	2.15	0.39	0.202	0.840	(A) Black or African American
CNBD1	8q21.3	0.02	0.05	0.10	0.26	-0.03	0.202	0.840	(B) White
LINC00667	18p11.31	9.24	9.14	0.50	0.57	0.10	0.202	0.840	(A) Black or African American
IQCN	19p13.11	6.28	6.05	1.20	1.25	0.23	0.202	0.840	(A) Black or African American
RUFY2	10q21.3	7.85	7.72	0.69	0.62	0.13	0.202	0.840	(A) Black or African American
DERL2	17p13.2	9.40	9.48	0.44	0.46	-0.08	0.202	0.840	(B) White
MCM3AP	21q22.3	10.56	10.50	0.31	0.40	0.06	0.202	0.840	(A) Black or African American
CFAP298	21q22.11	9.93	9.83	0.50	0.59	0.10	0.202	0.841	(A) Black or African American
APBB3	5q31.3	8.38	8.56	0.90	0.97	-0.17	0.202	0.841	(B) White
BPHL	6p25.2	9.58	9.71	0.62	0.80	-0.13	0.202	0.841	(B) White
IL12A	3q25.33	1.25	1.43	0.90	1.01	-0.18	0.202	0.841	(B) White
ARHGEF25	12q13.3	7.42	7.69	1.47	1.18	-0.27	0.202	0.841	(B) White
RNF128	Xq22.3	10.13	9.85	1.39	1.67	0.28	0.202	0.841	(A) Black or African American
DYNLL2	17q22	10.53	10.68	0.82	0.77	-0.15	0.202	0.841	(B) White
ANGPTL1	1q25.2	4.59	4.95	1.84	2.00	-0.36	0.203	0.842	(B) White
PIK3C2G	12p12.3	1.02	0.62	2.37	1.21	0.41	0.203	0.842	(A) Black or African American
RHOBTB1	10q21.2	10.30	10.55	1.36	1.15	-0.25	0.203	0.842	(B) White
PHACTR4	1p35.3	10.13	10.21	0.41	0.44	-0.08	0.203	0.842	(B) White
RSRP1	1p36.11	9.21	9.43	1.10	1.20	-0.21	0.203	0.842	(B) White
ARHGEF3	3p14.3	9.40	9.26	0.77	0.63	0.14	0.203	0.842	(A) Black or African American
MRPL58	17q25.1	9.17	9.28	0.58	0.59	-0.11	0.203	0.842	(B) White
ARHGEF19	1p36.13	7.04	6.84	1.02	1.27	0.21	0.203	0.842	(A) Black or African American
DHX33	17p13.2	7.57	7.83	1.47	1.17	-0.27	0.203	0.842	(B) White
OR7D4	19p13.2	0.02	0.05	0.10	0.22	-0.03	0.203	0.842	(B) White
NCAPH	2q11.2	4.74	4.98	1.26	1.22	-0.24	0.203	0.842	(B) White
ADAM32	8p11.22	1.44	1.64	1.01	1.15	-0.20	0.203	0.842	(B) White
IFI30	19p13.11	11.91	11.70	1.06	1.36	0.22	0.203	0.842	(A) Black or African American
LTF	3p21.31	7.20	7.86	3.29	4.12	-0.66	0.203	0.842	(B) White
GOLGA7	8p11.21	9.93	9.86	0.34	0.40	0.07	0.203	0.842	(A) Black or African American
CCER1	12q21.33	0.07	0.02	0.27	0.17	0.05	0.203	0.842	(A) Black or African American
PTGER3	1p31.1	3.38	2.79	3.29	2.60	0.60	0.203	0.842	(A) Black or African American
ITPK1-AS1	14q32.12	0.39	0.49	0.51	0.61	-0.10	0.203	0.842	(B) White
GPR155	2q31.1	7.53	7.29	1.24	1.24	0.23	0.203	0.842	(A) Black or African American
MEGF6	1p36.32	8.76	9.01	1.29	1.44	-0.25	0.204	0.842	(B) White
LRAT	4q32.1	4.05	4.42	2.04	1.82	-0.38	0.204	0.842	(B) White
SMIM13	6p24.2	7.76	7.67	0.50	0.43	0.09	0.204	0.842	(A) Black or African American
TGFA	2p13.3	10.10	9.91	0.98	1.14	0.19	0.204	0.842	(A) Black or African American
USP46	4q12	8.05	7.92	0.70	0.67	0.13	0.204	0.842	(A) Black or African American
POLR1B	2q14.1	9.03	8.92	0.60	0.53	0.11	0.204	0.842	(A) Black or African American
NACAD	7p13	7.22	7.50	1.52	1.47	-0.28	0.204	0.842	(B) White
CTBS	1p22.3	8.87	8.77	0.54	0.58	0.10	0.204	0.842	(A) Black or African American
HOXA11-AS	7p15.2	3.53	3.14	2.11	1.90	0.39	0.204	0.842	(A) Black or African American
ADH6	4q23	5.63	6.07	2.32	2.35	-0.44	0.204	0.842	(B) White
LAMC1	1q25.3	12.42	12.57	0.72	0.83	-0.14	0.204	0.842	(B) White
BIK	22q13.2	4.90	4.63	1.44	1.51	0.28	0.204	0.842	(A) Black or African American
NID2	14q22.1	7.19	7.49	1.54	1.71	-0.30	0.204	0.842	(B) White
EFNA5	5q21.3	7.36	7.00	1.82	2.01	0.35	0.204	0.842	(A) Black or African American
MIR9-3HG	15q26.1	3.70	4.07	1.90	2.03	-0.36	0.204	0.842	(B) White
LINS1	15q26.3	7.61	7.52	0.44	0.49	0.09	0.204	0.842	(A) Black or African American
KCNK10	14q31.3	3.03	2.73	1.61	1.60	0.30	0.204	0.842	(A) Black or African American
FXR1	3q26.33	10.64	10.72	0.41	0.45	-0.08	0.204	0.842	(B) White
FAM222B	17q11.2	10.09	10.17	0.43	0.47	-0.08	0.204	0.842	(B) White
ZFP91-CNTF	11q12.1	0.29	0.41	0.64	0.76	-0.13	0.204	0.842	(B) White
TAAR5	6q23.2	0.04	0.09	0.21	0.39	-0.05	0.204	0.843	(B) White
TXNDC15	5q31.1	10.15	10.06	0.47	0.46	0.09	0.204	0.843	(A) Black or African American
CELA1	12q13.13	0.42	0.53	0.57	0.66	-0.11	0.205	0.843	(B) White
LY86	6p25.1	7.69	7.44	1.25	1.52	0.25	0.205	0.843	(A) Black or African American
BABAM2-AS1	2p23.2	6.85	6.53	1.70	1.73	0.32	0.205	0.843	(A) Black or African American
RAB11FIP5	2p13.2	11.01	10.91	0.52	0.56	0.10	0.205	0.843	(A) Black or African American
ZSCAN32	16p13.3	8.17	8.24	0.37	0.40	-0.07	0.205	0.843	(B) White
CHAC1	15q15.1	4.89	4.60	1.63	1.31	0.29	0.205	0.843	(A) Black or African American
DZANK1	20p11.23	7.58	7.74	0.85	0.83	-0.16	0.205	0.843	(B) White
ALYREF	17q25.3	9.39	9.49	0.55	0.54	-0.10	0.205	0.843	(B) White
TBL1XR1	3q26.32	11.42	11.52	0.51	0.46	-0.09	0.205	0.843	(B) White
CDCA2	8p21.2	3.71	3.97	1.29	1.55	-0.26	0.205	0.843	(B) White
ELOVL6	4q25	8.09	8.23	0.73	0.77	-0.14	0.205	0.843	(B) White
NIPSNAP3B	9q31.1	5.01	4.83	1.02	0.77	0.18	0.205	0.843	(A) Black or African American
CPNE7	16q24.3	7.03	7.49	2.48	2.30	-0.46	0.205	0.843	(B) White
GRK1	13q34	0.24	0.17	0.34	0.41	0.07	0.205	0.843	(A) Black or African American
SLCO1B1	12p12.1	0.36	0.20	0.88	0.74	0.16	0.205	0.843	(A) Black or African American
EDDM3B	14q11.2	0.10	0.03	0.40	0.15	0.07	0.205	0.843	(A) Black or African American
ZNF324B	19q13.43	6.62	6.72	0.52	0.38	-0.09	0.205	0.843	(B) White
MCRIP1	17q25.3	10.84	11.02	0.95	0.80	-0.17	0.205	0.843	(B) White
CCNB3	Xp11.22	3.63	3.82	0.99	0.91	-0.18	0.205	0.843	(B) White
SIAH1	16q12.1	8.84	8.92	0.39	0.37	-0.07	0.205	0.843	(B) White
HAT1	2q31.1	9.22	9.13	0.50	0.58	0.10	0.205	0.843	(A) Black or African American
NRDE2	14q32.11	7.85	7.75	0.51	0.43	0.09	0.205	0.843	(A) Black or African American
FBP1	9q22.32	9.84	9.59	1.34	1.28	0.25	0.206	0.843	(A) Black or African American
EPN2	17p11.2	10.04	10.14	0.56	0.65	-0.11	0.206	0.843	(B) White
TSIX	Xq13.2	2.83	2.17	3.62	3.05	0.66	0.206	0.843	(A) Black or African American
LINC00698	3p14.2	0.13	0.06	0.41	0.23	0.07	0.206	0.843	(A) Black or African American
NOB1	16q22.1	10.10	10.19	0.48	0.48	-0.09	0.206	0.843	(B) White
KCNJ10	1q23.2	3.67	3.33	1.84	1.56	0.33	0.206	0.843	(A) Black or African American
RRP8	11p15.4	8.11	8.19	0.46	0.39	-0.08	0.206	0.843	(B) White
CXADRP3	18p11.21	0.80	0.60	1.10	0.94	0.20	0.206	0.843	(A) Black or African American
CHI3L1	1q32.1	7.25	6.79	2.32	2.76	0.46	0.206	0.843	(A) Black or African American
IFFO1	12p13.31	8.74	8.93	1.05	0.84	-0.19	0.206	0.843	(B) White
HHLA1	8q24.22	0.13	0.08	0.28	0.30	0.05	0.206	0.843	(A) Black or African American
TRIM72	16p11.2	0.23	0.39	0.77	1.15	-0.16	0.206	0.843	(B) White
RXRB	6p21.32	10.02	9.96	0.32	0.34	0.06	0.206	0.843	(A) Black or African American
SON	21q22.11	11.79	11.68	0.59	0.67	0.11	0.206	0.843	(A) Black or African American
ADPRHL2	1p34.3	9.74	9.84	0.49	0.56	-0.10	0.206	0.843	(B) White
CDH9	5p14.1	3.69	4.15	2.47	2.37	-0.46	0.206	0.843	(B) White
LOC90246	3q21.3	3.37	2.99	2.16	1.67	0.39	0.206	0.843	(A) Black or African American
GPR85	7q31.1	3.93	3.72	1.14	1.12	0.21	0.206	0.843	(A) Black or African American
SCN9A	2q24.3	3.53	3.13	2.14	2.10	0.40	0.206	0.843	(A) Black or African American
ARHGAP36	Xq26.1	0.16	0.25	0.40	0.82	-0.10	0.207	0.843	(B) White
SEMA6D	15q21.1	6.77	6.48	1.50	1.79	0.29	0.207	0.843	(A) Black or African American
DOCK3	3p21.2	5.00	5.33	1.76	1.84	-0.33	0.207	0.843	(B) White
KCNK18	10q25.3	0.02	0.00	0.13	0.03	0.02	0.207	0.843	(A) Black or African American
PCBD1	10q22.1	11.08	10.92	0.87	0.72	0.16	0.207	0.843	(A) Black or African American
TMEM39A	3q13.33	8.21	8.31	0.54	0.55	-0.10	0.207	0.843	(B) White
C2ORF74	2p15	8.26	8.44	1.00	0.90	-0.18	0.207	0.843	(B) White
METRNL	17q25.3	9.49	9.66	0.91	0.86	-0.17	0.207	0.843	(B) White
SDC4	20q13.12	13.45	13.58	0.70	0.74	-0.13	0.207	0.843	(B) White
SNORA71A	20q11.23	0.03	0.07	0.15	0.26	-0.03	0.207	0.843	(B) White
DMPK	19q13.32	9.27	9.42	0.77	0.81	-0.15	0.207	0.843	(B) White
COPS4	4q21.22	9.09	8.99	0.53	0.49	0.10	0.207	0.844	(A) Black or African American
TNRC6C	17q25.3	8.43	8.55	0.60	0.69	-0.12	0.207	0.844	(B) White
FMC1	7q34	8.97	9.15	0.97	0.91	-0.18	0.207	0.844	(B) White
CLEC3A	16q23.1	0.17	0.08	0.50	0.37	0.09	0.207	0.844	(A) Black or African American
FGF17	8p21.3	2.96	2.67	1.53	1.46	0.28	0.207	0.844	(A) Black or African American
LRRC59	17q21.33	11.17	11.25	0.36	0.48	-0.07	0.207	0.844	(B) White
ALG14	1p21.3	7.58	7.47	0.55	0.55	0.10	0.207	0.844	(A) Black or African American
TRPM4	19q13.33	10.06	10.18	0.69	0.62	-0.13	0.207	0.844	(B) White
FAM43B	1p36.12	3.90	3.62	1.47	1.59	0.28	0.207	0.844	(A) Black or African American
MANEAL	1p34.3	7.61	7.88	1.37	1.62	-0.27	0.207	0.844	(B) White
LOC646471	1p36.11	6.54	6.81	1.50	1.20	-0.27	0.207	0.844	(B) White
ANGPTL4	19p13.2	7.60	8.04	2.38	2.20	-0.44	0.207	0.844	(B) White
DBNDD1	16q24.3	10.31	10.50	1.03	0.98	-0.19	0.208	0.844	(B) White
GSC	14q32.13	0.92	1.10	0.97	0.98	-0.18	0.208	0.844	(B) White
TMEM167B	1p13.3	10.02	10.09	0.37	0.28	-0.07	0.208	0.844	(B) White
RARRES1	3q25.32	7.48	7.89	2.20	2.25	-0.41	0.208	0.845	(B) White
CTAGE9	6q23.2	7.71	7.91	1.02	1.24	-0.20	0.208	0.845	(B) White
SLC12A2	5q23.3	8.14	7.94	1.12	0.92	0.20	0.208	0.845	(A) Black or African American
SLC30A9	4p13	10.59	10.49	0.54	0.52	0.10	0.208	0.845	(A) Black or African American
SHROOM3	4q21.1	10.17	10.00	0.87	1.20	0.18	0.208	0.845	(A) Black or African American
ZNF200	16p13.3	7.33	7.41	0.39	0.41	-0.07	0.208	0.845	(B) White
NUP37	12q23.2	8.21	8.13	0.41	0.48	0.08	0.208	0.845	(A) Black or African American
AMD1	6q21	10.26	10.15	0.62	0.52	0.11	0.208	0.845	(A) Black or African American
ERGIC2	12p11.22	9.11	9.03	0.46	0.54	0.09	0.208	0.845	(A) Black or African American
BRD7	16q12.1	10.00	10.06	0.34	0.39	-0.07	0.208	0.845	(B) White
CYBA	16q24.2	12.19	12.37	1.04	0.88	-0.19	0.208	0.845	(B) White
SNORA80E	1q22	0.01	0.02	0.05	0.15	-0.02	0.208	0.845	(B) White
PNPLA2	11p15.5	11.24	11.35	0.58	0.53	-0.11	0.208	0.845	(B) White
RBM44	2q37.3	2.23	2.04	0.99	1.06	0.19	0.209	0.845	(A) Black or African American
ARHGEF6	Xq26.3	8.53	8.36	0.85	0.92	0.16	0.209	0.846	(A) Black or African American
KCNA10	1p13.3	0.10	0.15	0.25	0.33	-0.05	0.209	0.846	(B) White
RAPSN	11p11.2	1.54	1.71	0.83	1.12	-0.17	0.209	0.846	(B) White
S1PR4	19p13.3	5.28	5.07	1.02	1.46	0.21	0.209	0.846	(A) Black or African American
ANO4	12q23.1	4.23	4.66	2.32	2.24	-0.43	0.209	0.846	(B) White
METTL6	3p25.1	7.72	7.79	0.36	0.36	-0.07	0.209	0.846	(B) White
ELMOD2	4q31.1	7.57	7.66	0.44	0.49	-0.08	0.209	0.846	(B) White
SYS1-DBNDD2	20q13.12	5.41	5.17	1.28	1.14	0.23	0.209	0.846	(A) Black or African American
DENND2C	1p13.2	4.70	4.51	1.06	0.92	0.19	0.209	0.846	(A) Black or African American
ELOVL4	6q14.1	3.86	3.47	2.12	2.00	0.39	0.209	0.846	(A) Black or African American
ZNF679	7q11.21	0.13	0.03	0.63	0.16	0.10	0.209	0.846	(A) Black or African American
SGCD	5q33.2-q33.3	6.18	5.83	1.90	1.86	0.35	0.209	0.846	(A) Black or African American
LRRC8E	19p13.2	7.97	7.87	0.50	0.62	0.10	0.209	0.846	(A) Black or African American
SEMA3C	7q21.11	7.74	8.05	1.59	1.73	-0.30	0.209	0.846	(B) White
NRL	14q11.2-q12	5.53	5.39	0.74	0.69	0.14	0.209	0.846	(A) Black or African American
LRP2BP	4q35.1	6.07	6.23	0.87	0.91	-0.16	0.209	0.846	(B) White
TNFRSF11A	18q21.33	4.05	3.80	1.35	1.25	0.25	0.209	0.846	(A) Black or African American
C15ORF40	15q25.2	8.24	8.13	0.57	0.48	0.10	0.210	0.846	(A) Black or African American
RTTN	18q22.2	7.15	7.29	0.76	0.61	-0.14	0.210	0.846	(B) White
DIMT1	5q12.1	8.11	8.03	0.43	0.44	0.08	0.210	0.846	(A) Black or African American
MTMR11	1q21.2	9.29	9.14	0.79	0.96	0.15	0.210	0.846	(A) Black or African American
EXOC1	4q12	9.54	9.60	0.33	0.37	-0.06	0.210	0.846	(B) White
C9ORF152	9q31.3	0.70	0.86	0.67	1.21	-0.15	0.210	0.846	(B) White
DLX5	7q21.3	2.29	2.04	1.32	1.30	0.25	0.210	0.846	(A) Black or African American
NOL11	17q24.2	9.88	9.95	0.40	0.42	-0.08	0.210	0.846	(B) White
EPB41L5	2q14.2	9.83	9.96	0.61	0.84	-0.13	0.210	0.846	(B) White
GALNTL6	4q34.1	1.08	0.79	1.65	1.15	0.29	0.210	0.847	(A) Black or African American
KRTAP9-8	17q21.2	0.01	0.03	0.06	0.23	-0.02	0.210	0.847	(B) White
TACR3	4q24	0.11	0.05	0.33	0.29	0.06	0.210	0.847	(A) Black or African American
ARMC2	6q21	5.43	5.31	0.64	0.73	0.12	0.210	0.847	(A) Black or African American
CBFA2T2	20q11.21-q11.22	9.63	9.73	0.52	0.62	-0.10	0.210	0.847	(B) White
GPR62	3p21.2	2.71	2.94	1.20	1.16	-0.22	0.210	0.847	(B) White
OR10K1	1q23.1	0.01	0.04	0.08	0.26	-0.03	0.210	0.847	(B) White
AIMP1	4q24	9.75	9.81	0.29	0.35	-0.06	0.210	0.847	(B) White
GTF2E1	3q13.33	8.09	8.18	0.50	0.50	-0.09	0.210	0.847	(B) White
LRP2	2q31.1	11.74	12.30	3.12	2.59	-0.56	0.211	0.847	(B) White
CD80	3q13.33	2.71	2.47	1.36	1.16	0.24	0.211	0.848	(A) Black or African American
HSPA2	14q23.3	8.25	7.98	1.52	1.15	0.27	0.211	0.848	(A) Black or African American
LDAH	2p24.1	8.94	8.79	0.75	0.79	0.14	0.211	0.848	(A) Black or African American
PSMB1	6q27	11.42	11.33	0.52	0.47	0.09	0.211	0.848	(A) Black or African American
GPR89B	1q21.2	4.43	4.15	1.52	1.43	0.28	0.211	0.848	(A) Black or African American
LMF2	22q13.33	11.25	11.36	0.57	0.54	-0.10	0.211	0.848	(B) White
ZNF253	19p13.11	7.32	7.19	0.69	0.69	0.13	0.211	0.848	(A) Black or African American
STK17B	2q32.3	8.31	8.15	0.86	0.93	0.16	0.211	0.848	(A) Black or African American
TLK2	17q23.2	9.06	9.12	0.30	0.35	-0.06	0.211	0.848	(B) White
TRIM74	7q11.23	2.84	3.16	1.76	1.66	-0.32	0.211	0.848	(B) White
ZNF833P	19p13.2	3.04	2.87	0.93	0.85	0.17	0.211	0.848	(A) Black or African American
ARNTL2	12p11.23	5.10	4.82	1.53	1.49	0.28	0.211	0.849	(A) Black or African American
BET1L	11p15.5	10.72	10.78	0.29	0.35	-0.06	0.212	0.849	(B) White
UBLCP1	5q33.3	8.74	8.66	0.42	0.51	0.08	0.212	0.849	(A) Black or African American
FUT8	14q23.3	9.65	9.48	0.95	0.80	0.17	0.212	0.849	(A) Black or African American
ZNF649	19q13.41	6.88	6.72	0.85	0.88	0.16	0.212	0.849	(A) Black or African American
CDADC1	13q14.2	7.52	7.43	0.53	0.50	0.10	0.212	0.849	(A) Black or African American
EBLN2	3p13	3.00	2.76	1.31	1.23	0.24	0.212	0.849	(A) Black or African American
ADRA1D	20p13	1.12	1.38	1.39	1.56	-0.27	0.212	0.849	(B) White
ZNF491	19p13.2	4.95	4.80	0.79	0.89	0.15	0.212	0.849	(A) Black or African American
NLRP3	1q44	6.32	6.12	1.00	1.26	0.20	0.212	0.849	(A) Black or African American
RPS27	1q21.3	7.81	8.18	2.05	1.81	-0.37	0.212	0.849	(B) White
ISLR2	15q24.1	2.78	2.55	1.16	1.41	0.23	0.212	0.849	(A) Black or African American
MPI	15q24.1	9.58	9.67	0.51	0.50	-0.09	0.212	0.849	(B) White
GJB4	1p34.3	3.21	3.61	2.09	2.36	-0.40	0.212	0.849	(B) White
CSPG4P2Y	Yq11.23	0.01	0.02	0.04	0.17	-0.02	0.212	0.849	(B) White
METTL9	16p12.2	12.27	12.38	0.55	0.67	-0.11	0.212	0.849	(B) White
GUCY2GP	10q25.2	0.08	0.03	0.26	0.15	0.04	0.212	0.849	(A) Black or African American
CDKN1B	12p13.1	9.82	9.72	0.54	0.61	0.10	0.212	0.849	(A) Black or African American
DLGAP2	8p23.3	2.26	2.04	1.16	1.18	0.22	0.212	0.849	(A) Black or African American
PTPRS	19p13.3	10.01	10.16	0.79	0.86	-0.15	0.212	0.849	(B) White
RPA2	1p35.3	9.78	9.86	0.44	0.49	-0.08	0.212	0.849	(B) White
ZNF652	17q21.32-q21.33	9.99	9.91	0.46	0.48	0.09	0.212	0.849	(A) Black or African American
ITGB3	17q21.32	8.61	9.00	2.09	2.16	-0.39	0.212	0.849	(B) White
TSKS	19q13.33	1.28	1.10	0.92	1.01	0.17	0.212	0.849	(A) Black or African American
COQ7	16p12.3	9.26	9.33	0.35	0.44	-0.07	0.212	0.849	(B) White
TKFC	11q12.2	10.29	10.38	0.50	0.52	-0.09	0.212	0.849	(B) White
VPS36	13q14.3	10.27	10.17	0.53	0.49	0.10	0.212	0.849	(A) Black or African American
CRYGD	2q33.3	0.10	0.05	0.28	0.19	0.05	0.213	0.849	(A) Black or African American
RFT1	3p21.1	9.24	9.17	0.37	0.33	0.07	0.213	0.849	(A) Black or African American
RHOXF1	Xq24	1.80	2.12	1.68	1.74	-0.31	0.213	0.849	(B) White
PLPP3	1p32.2	10.78	10.59	1.10	0.99	0.20	0.213	0.850	(A) Black or African American
LRRTM2	5q31.2	1.29	1.12	0.94	0.92	0.17	0.213	0.851	(A) Black or African American
AGBL2	11p11.2	5.76	6.03	1.43	1.44	-0.27	0.213	0.851	(B) White
CDH24	14q11.2	7.14	7.31	0.98	0.88	-0.18	0.214	0.851	(B) White
OSGEP	14q11.2	8.46	8.35	0.56	0.53	0.10	0.214	0.851	(A) Black or African American
GAD2	10p12.1	0.28	0.15	0.73	0.59	0.13	0.214	0.852	(A) Black or African American
LIPE	19q13.2	6.19	6.32	0.67	0.77	-0.13	0.214	0.852	(B) White
SPSB3	16p13.3	10.33	10.46	0.72	0.69	-0.13	0.214	0.852	(B) White
ZNF708	19p12	6.80	6.64	0.88	0.82	0.16	0.214	0.852	(A) Black or African American
ALDH5A1	6p22.3	9.85	9.71	0.79	0.74	0.14	0.214	0.852	(A) Black or African American
ACSM2A	16p12.3	11.27	11.85	3.34	2.56	-0.59	0.214	0.852	(B) White
PCBP2	12q13.13	13.37	13.30	0.37	0.47	0.07	0.214	0.852	(A) Black or African American
RPS6KB1	17q23.1	9.11	9.19	0.42	0.44	-0.08	0.214	0.852	(B) White
HOXB3	17q21.32	8.31	8.60	1.57	1.48	-0.29	0.214	0.852	(B) White
POR	7q11.23	11.76	11.66	0.53	0.58	0.10	0.214	0.852	(A) Black or African American
NDUFA12	12q22	10.07	9.96	0.64	0.61	0.12	0.214	0.852	(A) Black or African American
DCLK1	13q13.3	7.83	7.43	2.17	2.14	0.40	0.214	0.852	(A) Black or African American
LENG9	19q13.42	6.88	7.07	1.05	0.93	-0.19	0.214	0.852	(B) White
ZNF22	10q11.21	9.17	9.08	0.51	0.44	0.09	0.214	0.852	(A) Black or African American
VANGL2	1q23.2	8.52	8.80	1.54	1.38	-0.28	0.214	0.852	(B) White
IGF2	11p15.5	6.53	6.89	1.89	2.17	-0.36	0.214	0.852	(B) White
HOGA1	10q24.2	10.61	10.40	1.04	1.26	0.20	0.214	0.852	(A) Black or African American
ADGRD2	9q33.3	0.01	0.04	0.11	0.19	-0.02	0.214	0.852	(B) White
ARHGDIA	17q25.3	12.99	13.08	0.47	0.48	-0.09	0.215	0.853	(B) White
SLC2A7	1p36.23	0.14	0.20	0.30	0.40	-0.06	0.215	0.853	(B) White
CYTIP	2q24.1	7.21	6.99	1.05	1.50	0.22	0.215	0.853	(A) Black or African American
CXORF51A	Xq27.3	0.12	0.00	0.74	0.02	0.12	0.215	0.853	(A) Black or African American
GLG1	16q23.1	12.50	12.58	0.39	0.46	-0.07	0.215	0.853	(B) White
ITPKA	15q15.1	3.27	2.98	1.48	1.76	0.29	0.215	0.854	(A) Black or African American
ACOXL	2q13	2.28	2.04	1.39	1.19	0.25	0.215	0.854	(A) Black or African American
RRN3P3	16p12.2	6.21	6.33	0.64	0.63	-0.12	0.215	0.854	(B) White
HERC1	15q22.31	10.06	9.90	0.89	0.63	0.15	0.215	0.854	(A) Black or African American
WDR54	2p13.1	8.80	8.98	0.99	0.98	-0.18	0.215	0.854	(B) White
PCDH18	4q28.3	4.83	4.55	1.45	1.67	0.28	0.215	0.854	(A) Black or African American
SLITRK1	13q31.1	1.25	0.84	2.36	1.59	0.41	0.215	0.854	(A) Black or African American
RNF180	5q12.3	7.67	7.39	1.51	1.45	0.28	0.215	0.854	(A) Black or African American
SNX2	5q23.2	10.66	10.55	0.62	0.58	0.11	0.216	0.854	(A) Black or African American
NDUFA9	12p13.32	11.25	11.13	0.65	0.66	0.12	0.216	0.854	(A) Black or African American
MYBBP1A	17p13.2	9.71	9.81	0.53	0.60	-0.10	0.216	0.854	(B) White
HADH	4q25	10.27	10.16	0.62	0.60	0.11	0.216	0.854	(A) Black or African American
FOLH1	11p11.12	4.40	4.03	1.97	2.04	0.37	0.216	0.854	(A) Black or African American
ABCC6P1	16p12.3	5.74	6.12	2.05	2.01	-0.38	0.216	0.854	(B) White
KAT14	20p11.23	9.12	9.19	0.34	0.36	-0.06	0.216	0.854	(B) White
